Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,MP
Egor Prutsev,ru RUS,MF,20-055,2.0,0,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Vladimir Lučić,rs SRB,FW,20-233,2.0,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Marko Rakonjac,me MNE,MF,22-297,1.0,0,20.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,4.5,4.5,0.0,4.5,Matches,
Vuk Bogdanović,rs SRB,DF,20-319,1.0,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Nemanja Motika,rs SRB,FW,19-333,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Lazar Nikolić,rs SRB,MF,23-199,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Cristiano Piccini,it ITA,DF,30-143,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Zoran Popović,rs SRB,GK,34-264,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Petar Stanic,rs SRB,MF,21-186,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Nikola Vasiljević,ba BIH,"DF,GK",26-237,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Squad Total,,,29.1,21.0,231,1890.0,21.0,55.0,36.0,91.0,49.0,6.0,6.0,43.0,0.0,,,,2.62,1.71,4.33,2.33,4.05,,
Opponent Total,,,26.5,21.0,231,1890.0,21.0,8.0,7.0,15.0,7.0,1.0,1.0,63.0,6.0,,,,0.38,0.33,0.71,0.33,0.67,,
Slobodan Urošević,rs SRB,DF,28-307,,20,1755.0,19.5,4.0,2.0,6.0,4.0,0.0,0.0,4.0,0.0,,,,0.21,0.1,0.31,0.21,0.31,Matches,20.0
Ricardo Jorge Pires Gomes,cv CPV,FW,31-060,,20,1689.0,18.8,12.0,3.0,15.0,9.0,3.0,3.0,2.0,0.0,,,,0.64,0.16,0.8,0.48,0.64,Matches,21.0
Bibras Natkho,il ISR,MF,34-363,,18,1451.0,16.1,10.0,7.0,17.0,6.0,4.0,4.0,3.0,0.0,,,,0.62,0.43,1.05,0.37,0.81,Matches,20.0
Aleksandar Popović,rs SRB,"GK,MF",39-106,,17,1530.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,17.0
Igor Vujačić,me MNE,DF,28-192,,16,1430.0,15.9,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,,,,0.13,0.0,0.13,0.13,0.13,Matches,17.0
Fousseni Diabaté,ml MLI,"FW,MF",27-121,,14,1335.0,14.8,1.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,,,,0.07,0.34,0.4,0.07,0.4,Matches,19.0
Svetozar Marković,rs SRB,DF,22-330,,14,1253.0,13.9,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,,,,0.07,0.0,0.07,0.07,0.07,Matches,14.0
Queensy Menig,nl NED,"FW,MF",27-181,,12,1032.0,11.5,3.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,,,,0.26,0.26,0.52,0.26,0.52,Matches,18.0
Siniša Saničanin,ba BIH,DF,27-298,,12,1011.0,11.2,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,,,,0.09,0.0,0.09,0.09,0.09,Matches,12.0
Marko Živković,rs SRB,DF,28-275,,11,1073.0,11.9,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,,,,0.08,0.25,0.34,0.08,0.34,Matches,14.0
Kristijan Belic,rs SRB,MF,21-328,,11,945.0,10.5,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,,,,0.1,0.1,0.19,0.1,0.19,Matches,14.0
Patrick Andrade,cv CPV,MF,30-007,,11,907.0,10.1,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,,,,0.0,0.1,0.1,0.0,0.1,Matches,15.0
Ljubomir Fejsa,rs SRB,MF,34-186,,9,805.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,13.0
Hamidou Traoré,ml MLI,"FW,MF",26-132,,7,667.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,10.0
Aleksandar Filipović,rs SRB,DF,28-058,,7,491.0,5.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,,,,0.18,0.18,0.37,0.18,0.37,Matches,7.0
Mihajlo Petkovic,rs SRB,FW,18-265,,5,277.0,3.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.32,0.0,0.32,0.32,0.32,Matches,6.0
Samed Baždar,rs SRB,FW,19-016,,4,595.0,6.6,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,,,,0.61,0.15,0.76,0.61,0.76,Matches,17.0
Andrija Pavlović,rs SRB,FW,29-092,,4,373.0,4.1,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,,,,0.48,0.24,0.72,0.48,0.72,Matches,10.0
Nemanja Stevanović,rs SRB,GK,30-284,,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,4.0
Danilo Pantić,rs SRB,MF,26-113,,4,244.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,5.0
Aleksandar Lutovac,rs SRB,FW,25-233,,3,381.0,4.2,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,,,,0.24,0.24,0.47,0.24,0.47,Matches,10.0
Saša Zdjelar,rs SRB,MF,27-333,,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,3.0
Nikola Terzić,rs SRB,FW,22-141,,2,269.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,,,,0.33,0.33,0.67,0.33,0.67,Matches,8.0
Nemanja Jović,rs SRB,FW,20-192,,1,321.0,3.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,,,0.28,0.0,0.28,0.28,0.28,Matches,9.0
Zlatan Šehović,rs SRB,FW,22-192,,1,187.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,7.0
Mihajlo Ilić,rs SRB,DF,19-257,,1,62.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,2.0
Filip Holender,hu HUN,FW,28-204,,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,1.0
Andrés Colorado,co COL,MF,24-077,,0,,,,,,,,,,,,,,,,,,,Matches,0.0
Nemanja Ilić,rs SRB,FW,17-302,,0,,,,,,,,,,,,,,,,,,,Matches,0.0
Milan Lukač,rs SRB,GK,37-135,,0,,,,,,,,,,,,,,,,,,,Matches,0.0
Mateja Stasevic,rs SRB,DF,18-329,,0,,,,,,,,,,,,,,,,,,,Matches,0.0
Vanja Vlahović,rs SRB,MF,18-330,,0,,,,,,,,,,,,,,,,,,,Matches,0.0
Squad Total,,,28.7,,231,1890.0,21.0,47.0,30.0,77.0,40.0,7.0,7.0,43.0,1.0,,,,2.24,1.43,3.67,1.9,3.33,,21.0
Opponent Total,,,27.0,,231,1890.0,21.0,18.0,10.0,28.0,14.0,4.0,5.0,56.0,3.0,,,,0.86,0.48,1.33,0.67,1.14,,21.0
Veljko Ilic,rs SRB,GK,19-210,20.0,20,1800.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Nemanja Stojić,rs SRB,MF,25-032,20.0,20,1794.0,19.9,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,,,,0.05,0.05,0.1,0.05,0.1,Matches,
Ifet Đakovac,rs SRB,MF,25-073,20.0,20,1790.0,19.9,7.0,2.0,9.0,5.0,2.0,2.0,3.0,0.0,,,,0.35,0.1,0.45,0.25,0.35,Matches,
Josip Čalušić,hr CRO,DF,29-128,19.0,18,1587.0,17.6,1.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,,,,0.06,0.06,0.11,0.06,0.11,Matches,
Miloš Cvetković,rs SRB,"DF,GK",33-041,18.0,18,1567.0,17.4,1.0,3.0,4.0,1.0,0.0,0.0,6.0,0.0,,,,0.06,0.17,0.23,0.06,0.23,Matches,
Saša Jovanović,rs SRB,"FW,MF",31-063,19.0,18,1435.0,15.9,5.0,4.0,9.0,5.0,0.0,0.0,3.0,0.0,,,,0.31,0.25,0.56,0.31,0.56,Matches,
Aranđel Stojković,rs SRB,DF,27-351,18.0,17,1474.0,16.4,0.0,3.0,3.0,0.0,0.0,0.0,7.0,0.0,,,,0.0,0.18,0.18,0.0,0.18,Matches,
Petar Ratkov,rs SRB,FW,19-182,21.0,17,1305.0,14.5,5.0,1.0,6.0,5.0,0.0,0.0,3.0,0.0,,,,0.34,0.07,0.41,0.34,0.41,Matches,
Nemanja Petrović,rs SRB,DF,30-305,17.0,15,1342.0,14.9,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,,,,0.0,0.07,0.07,0.0,0.07,Matches,
Goran Antonić,rs SRB,DF,32-105,15.0,14,1236.0,13.7,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,,,,0.15,0.07,0.22,0.15,0.22,Matches,
Nikola Kuveljić,rs SRB,MF,25-316,15.0,13,1029.0,11.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,,,,0.0,0.09,0.09,0.0,0.09,Matches,
Martin Mirchevski,mk MKD,MF,26-005,13.0,8,659.0,7.3,6.0,2.0,8.0,6.0,0.0,0.0,4.0,0.0,,,,0.82,0.27,1.09,0.82,1.09,Matches,
Stefan Vukić,rs SRB,FW,27-232,16.0,7,740.0,8.2,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,,,,0.24,0.12,0.36,0.24,0.36,Matches,
Ivan Milosavljević,rs SRB,DF,40-002,15.0,7,686.0,7.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.13,0.13,0.0,0.13,Matches,
Luka Ilić,rs SRB,MF,23-229,10.0,7,667.0,7.4,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,,,,0.4,0.27,0.67,0.4,0.67,Matches,
Saša Tomanović,rs SRB,MF,33-149,15.0,5,645.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Jug Stanojev,rs SRB,FW,23-202,14.0,2,420.0,4.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.21,0.0,0.21,0.21,0.21,Matches,
Milan Radin,rs SRB,MF,31-236,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Dusan Cvetinovic,rs SRB,DF,34-054,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Nenad Filipović,rs SRB,GK,35-298,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Mihajlo Banjac,rs SRB,MF,23-098,1.0,1,84.0,0.9,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,,,,1.07,1.07,2.14,1.07,2.14,Matches,
Slobodan Stanojlovic,rs SRB,MF,21-050,6.0,0,86.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,,,1.05,0.0,1.05,1.05,1.05,Matches,
Nikolas Špalek,sk SVK,MF,26-004,4.0,0,40.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Miljan Krpić,rs SRB,MF,19-228,2.0,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Boubacari Doucouré,fr FRA,DF,23-334,1.0,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Nikola Colic,rs SRB,MF,20-183,1.0,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Vukašin Krstić,rs SRB,DF,19-309,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Adrian Szöke,hu HUN,FW,24-230,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Nemanja Krsmanović,rs SRB,MF,19-283,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Mihajlo Milosavic,rs SRB,MF,18-217,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Nikola Bursać,ca CAN,GK,21-158,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Strahinja Carapic,rs SRB,MF,20-122,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Abdul Fuseini,gh GHA,MF,19-097,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Nemanja Jorgić,rs SRB,GK,34-315,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Momčilo Svilar,rs SRB,MF,17-247,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Squad Total,,,27.6,21.0,231,1890.0,21.0,36.0,25.0,61.0,34.0,2.0,2.0,61.0,1.0,,,,1.71,1.19,2.9,1.62,2.81,,
Opponent Total,,,26.9,21.0,231,1890.0,21.0,13.0,10.0,23.0,13.0,0.0,0.0,59.0,7.0,,,,0.62,0.48,1.1,0.62,1.1,,
Muhammed Badamosi,gm GAM,FW,24-051,21.0,19,1657.0,18.4,9.0,2.0,11.0,9.0,0.0,0.0,1.0,0.0,,,,0.49,0.11,0.6,0.49,0.6,Matches,
Miladin Stevanović,rs SRB,DF,27-005,18.0,18,1566.0,17.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.06,0.06,0.0,0.06,Matches,
Đorđe Ivanović,rs SRB,FW,27-088,20.0,17,1362.0,15.1,6.0,3.0,9.0,6.0,0.0,0.0,2.0,0.0,,,,0.4,0.2,0.59,0.4,0.59,Matches,
Samuel Owusu,gh GHA,MF,26-325,18.0,16,1223.0,13.6,1.0,3.0,4.0,1.0,0.0,0.0,5.0,1.0,,,,0.07,0.22,0.29,0.07,0.29,Matches,
Bojan Kovačević,rs SRB,MF,18-270,15.0,15,1350.0,15.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,,,,0.07,0.0,0.07,0.07,0.07,Matches,
Nemanja Tošić,rs SRB,FW,26-024,16.0,15,1306.0,14.5,1.0,2.0,3.0,1.0,0.0,0.0,8.0,0.0,,,,0.07,0.14,0.21,0.07,0.21,Matches,
Marko Docić,rs SRB,MF,29-301,17.0,15,1260.0,14.0,5.0,7.0,12.0,1.0,4.0,4.0,4.0,0.0,,,,0.36,0.5,0.86,0.07,0.57,Matches,
Novak Mićović,rs SRB,GK,21-114,11.0,11,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Stefan Kovač,ba BIH,MF,24-033,16.0,11,937.0,10.4,1.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,,,,0.1,0.1,0.19,0.1,0.19,Matches,
Uroš Drezgić,rs SRB,MF,20-135,11.0,10,967.0,10.7,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,,,0.19,0.0,0.19,0.19,0.19,Matches,
Nemanja Belić,rs SRB,GK,35-298,10.0,10,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Vladimir Lučić,rs SRB,FW,20-233,13.0,9,813.0,9.0,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,,,,0.33,0.11,0.44,0.33,0.44,Matches,
Nikola Vujadinović,me MNE,DF,36-200,9.0,8,736.0,8.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.12,0.0,0.12,0.12,0.12,Matches,
Srđan Mijailović,rs SRB,MF,29-098,8.0,8,660.0,7.3,0.0,2.0,2.0,0.0,0.0,0.0,4.0,1.0,,,,0.0,0.27,0.27,0.0,0.27,Matches,
Luka Adžić,rs SRB,MF,24-152,11.0,7,622.0,6.9,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,,,,0.29,0.0,0.29,0.14,0.14,Matches,
Darko Puškarić,rs SRB,MF,37-218,7.0,7,547.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Sambou Sissoko,ml MLI,DF,22-232,9.0,6,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Nikola Petković,rs SRB,MF,19-358,16.0,6,590.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Ibrahima Mame N'Diaye,sn SEN,FW,29-015,17.0,5,644.0,7.2,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,,,,0.42,0.28,0.7,0.42,0.7,Matches,
Viktor Rogan,rs SRB,DF,20-066,8.0,5,484.0,5.4,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,0.19,0.19,0.37,0.19,0.37,Matches,
Bojan Roganović,me MNE,DF,22-141,6.0,4,402.0,4.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.22,0.22,0.0,0.22,Matches,
Aleksa Janković,rs SRB,FW,22-310,5.0,2,132.0,1.5,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,,,,0.68,0.68,1.36,0.68,1.36,Matches,
Jovan Lukić,rs SRB,MF,21-027,10.0,1,239.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Stefan Tomović,rs SRB,FW,21-125,10.0,1,214.0,2.4,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,,,,0.84,0.0,0.84,0.84,0.84,Matches,
Mihajlo Spasojević,rs SRB,FW,19-001,8.0,1,124.0,1.4,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,1.45,0.0,1.45,1.45,1.45,Matches,
Almir Aganspahić,ba BIH,FW,26-157,5.0,1,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Marko Gajić,rs SRB,DF,30-343,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Radovan Pankov,rs SRB,DF,27-195,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Stefan Čolović,rs SRB,DF,28-306,2.0,1,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Igor Miladinović,rs SRB,MF,19-253,4.0,0,72.0,0.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,1.25,1.25,0.0,1.25,Matches,
Kristijan Belic,rs SRB,MF,21-328,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Nikola Colic,rs SRB,MF,20-183,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Aleksa Koloni,rs SRB,DF,17-230,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Uroš Miladinović,rs SRB,FW,18-245,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Richard,br BRA,DF,19-325,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Vojin Serafimović,rs SRB,DF,17-125,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Squad Total,,,25.7,21.0,231,1890.0,21.0,41.0,28.0,69.0,36.0,5.0,5.0,49.0,3.0,,,,1.95,1.33,3.29,1.71,3.05,,
Opponent Total,,,27.3,21.0,231,1890.0,21.0,23.0,19.0,42.0,21.0,2.0,2.0,53.0,1.0,,,,1.1,0.9,2.0,1.0,1.9,,
Stefan Đorđević,rs SRB,DF,31-340,20.0,19,1708.0,19.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,,,,0.0,0.11,0.11,0.0,0.11,Matches,
Lazar Carević,me MNE,GK,23-337,19.0,19,1674.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Veljko Simić,rs SRB,MF,27-364,20.0,18,1586.0,17.6,7.0,1.0,8.0,7.0,0.0,0.0,4.0,1.0,,,,0.4,0.06,0.45,0.4,0.45,Matches,
Igor Jeličić,rs SRB,DF,22-353,18.0,17,1435.0,15.9,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,,,,0.0,0.06,0.06,0.0,0.06,Matches,
Mamadou Traoré,ml MLI,MF,28-136,18.0,16,1546.0,17.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Nemanja Nikolić,me MNE,FW,30-120,17.0,16,1290.0,14.3,3.0,4.0,7.0,2.0,1.0,1.0,1.0,0.0,,,,0.21,0.28,0.49,0.14,0.42,Matches,
Mirko Topić,rs SRB,MF,22-011,19.0,14,1295.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Radomir Milosavljević,rs SRB,"FW,MF",30-203,15.0,14,1000.0,11.1,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,,,,0.09,0.09,0.18,0.09,0.18,Matches,
Yves Baraye,sn SEN,"FW,MF",30-239,20.0,13,1138.0,12.6,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,,,,0.24,0.08,0.32,0.24,0.32,Matches,
Marko Bjeković,rs SRB,DF,22-148,15.0,11,1023.0,11.4,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,,,,0.0,0.26,0.26,0.0,0.26,Matches,
Milan Lazarević,rs SRB,DF,26-037,14.0,10,867.0,9.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.1,0.1,0.0,0.1,Matches,
Nikola Čumić,rs SRB,FW,24-088,13.0,10,847.0,9.4,7.0,0.0,7.0,6.0,1.0,1.0,2.0,0.0,,,,0.74,0.0,0.74,0.64,0.64,Matches,
Filip Malbašić,rs SRB,"FW,MF",30-090,15.0,9,717.0,8.0,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,,,,0.38,0.25,0.63,0.38,0.63,Matches,
Aleksandar Busnić,rs SRB,MF,25-074,15.0,8,782.0,8.7,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,,,,0.23,0.23,0.46,0.23,0.46,Matches,
Uroš Vitas,rs SRB,DF,30-225,9.0,8,576.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Uroš Nikolić,rs SRB,MF,29-064,12.0,6,648.0,7.2,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,,,,0.28,0.28,0.56,0.28,0.56,Matches,
Uroš Kabić,rs SRB,MF,19-046,13.0,5,384.0,4.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,0.47,0.0,0.47,0.47,0.47,Matches,
Vladimir Miletić,rs SRB,DF,19-348,10.0,4,424.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Mihajlo Nešković,rs SRB,MF,23-007,7.0,4,297.0,3.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.3,0.3,0.0,0.3,Matches,
Dejan Zukić,rs SRB,MF,21-285,17.0,3,558.0,6.2,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,,,,0.0,0.16,0.16,0.0,0.16,Matches,
Nikola Simić,rs SRB,"GK,MF",26-057,3.0,2,216.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Filip Antonijević,rs SRB,DF,22-207,3.0,2,182.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Nebojša Bastajić,rs SRB,MF,32-180,3.0,1,112.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Milan Vidakov,rs SRB,FW,22-303,4.0,1,111.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Boris Kopitović,me MNE,DF,28-152,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Jovan Milošević,rs SRB,MF,17-200,6.0,0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Ivan Vukcevic,me MNE,FW,21-074,3.0,0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Mihailo Ivanović,rs SRB,FW,18-079,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Veljko Jelenković,rs SRB,DF,19-256,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Milan Kovačev,rs SRB,MF,17-190,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Nemanja Ljubisavljević,rs SRB,DF,26-082,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Vlada Novevski,mk MKD,MF,20-279,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Dušan Stevanović,rs SRB,DF,26-239,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Squad Total,,,26.6,21.0,231,1890.0,21.0,30.0,22.0,52.0,28.0,2.0,2.0,42.0,3.0,,,,1.43,1.05,2.48,1.33,2.38,,
Opponent Total,,,27.3,21.0,231,1890.0,21.0,19.0,11.0,30.0,15.0,4.0,4.0,55.0,1.0,,,,0.9,0.52,1.43,0.71,1.24,,
Filip Kljajić,rs SRB,GK,32-184,21.0,21,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
