Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,MP
Aleksandr Pavlovets,by BLR,DF,26-187,3.0,3,201.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Richmond Boakye,gh GHA,FW,30-019,8.0,2,251.0,2.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,0.36,0.0,0.36,0.36,0.36,Matches,
Savvas Gentsoglou,gr GRE,DF,32-150,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Giorgos Saramantas,gr GRE,DF,31-018,4.0,1,110.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Paris Babis,gr GRE,MF,23-214,5.0,1,104.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Caleb Stanko,us USA,MF,29-205,2.0,1,101.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Konstantinos Provydakis,gr GRE,MF,26-271,2.0,1,62.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Gustavo Marmentini,br BRA,MF,28-345,6.0,0,108.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Nikos Tsoukalos,gr GRE,FW,30-330,3.0,0,40.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Tasos Karamanos,gr GRE,"FW,MF",32-148,3.0,0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Zoran Tošić,rs SRB,"FW,MF",35-294,1.0,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Theodoros Vasilakakis,gr GRE,MF,34-211,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Oliver Paz Benítez,ar ARG,DF,31-254,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Panagiotis Anagnostopoulos,gr GRE,MF,19-276,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Thanasis Margaritis,gr GRE,DF,25-336,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Nikolaos Tropoulos,gr GRE,GK,18-240,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Vasilios Troumpoulos,gr GRE,MF,19-055,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Squad Total,,,30.1,22.0,242,1980.0,22.0,9.0,7.0,16.0,9.0,0.0,1.0,53.0,4.0,,,,0.41,0.32,0.73,0.41,0.73,,
Opponent Total,,,28.6,22.0,242,1980.0,22.0,36.0,26.0,62.0,35.0,1.0,1.0,45.0,0.0,,,,1.64,1.18,2.82,1.59,2.77,,
David Jurásek,cz CZE,MF,22-193,,16,1502.0,16.7,2.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,,,,0.12,0.24,0.36,0.12,0.36,Matches,18.0
David Doudera,cz CZE,MF,24-261,,15,1214.0,13.5,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,,,,0.22,0.07,0.3,0.22,0.3,Matches,16.0
Taras Kacharaba,ua UKR,DF,28-040,,14,1240.0,13.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,,,,0.07,0.0,0.07,0.07,0.07,Matches,15.0
Peter Olayinka,ng NGA,"FW,MF",27-090,,12,1020.0,11.3,6.0,4.0,10.0,6.0,0.0,0.0,1.0,0.0,,,,0.53,0.35,0.88,0.53,0.88,Matches,13.0
Ondřej Lingr,cz CZE,MF,24-132,,11,984.0,10.9,8.0,4.0,12.0,8.0,0.0,0.0,2.0,0.0,,,,0.73,0.37,1.1,0.73,1.1,Matches,17.0
Aiham Ousou,se SWE,DF,23-038,,11,954.0,10.6,1.0,1.0,2.0,1.0,0.0,0.0,3.0,2.0,,,,0.09,0.09,0.19,0.09,0.19,Matches,11.0
Stanislav Tecl,cz CZE,FW,32-168,,11,885.0,9.8,8.0,3.0,11.0,8.0,0.0,1.0,0.0,0.0,,,,0.81,0.31,1.12,0.81,1.12,Matches,17.0
Jakub Hromada,sk SVK,MF,26-267,,11,859.0,9.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.1,0.1,0.1,Matches,13.0
Eduardo Santos,br BRA,DF,25-080,,11,853.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,11.0
Václav Jurečka,cz CZE,FW,28-235,,11,785.0,8.7,5.0,3.0,8.0,3.0,2.0,2.0,0.0,0.0,,,,0.57,0.34,0.92,0.34,0.69,Matches,14.0
Ondřej Kolář,cz CZE,GK,28-122,,10,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,10.0
Petr Ševčík,cz CZE,MF,28-288,,10,772.0,8.6,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.58,0.58,0.0,0.58,Matches,11.0
Aleš Mandous,cz CZE,GK,30-301,,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,9.0
Lukáš Masopust,cz CZE,MF,30-004,,9,783.0,8.7,2.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,,,,0.23,0.34,0.57,0.23,0.57,Matches,11.0
Oscar Dorley,lr LBR,"DF,MF",24-212,,8,596.0,6.6,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,,,,0.0,0.45,0.45,0.0,0.45,Matches,10.0
Christ Tiéhi,ci CIV,FW,24-245,,6,683.0,7.6,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,,,,0.13,0.0,0.13,0.13,0.13,Matches,13.0
Ewerton Paixao da Silva,br BRA,FW,26-050,,5,483.0,5.4,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,,,,0.37,0.19,0.56,0.37,0.56,Matches,13.0
Ibrahim Traoré,ci CIV,MF,34-153,,5,383.0,4.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.23,0.0,0.23,0.23,0.23,Matches,7.0
Ivan Schranz,sk SVK,"FW,MF",29-156,,5,353.0,3.9,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,,,,0.51,0.51,1.02,0.51,1.02,Matches,8.0
Moses Usor,ng NGA,FW,21-011,,4,543.0,6.0,4.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,,,,0.66,0.0,0.66,0.66,0.66,Matches,15.0
Lukáš Provod,cz CZE,MF,26-116,,4,529.0,5.9,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,,,,0.34,0.0,0.34,0.17,0.17,Matches,11.0
Matěj Jurásek,cz CZE,FW,19-170,,4,438.0,4.9,5.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,,,,1.03,0.41,1.44,1.03,1.44,Matches,9.0
Tomáš Holeš,cz CZE,"DF,MF",29-322,,4,369.0,4.1,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.49,0.49,0.0,0.49,Matches,7.0
Mick van Buren,nl NED,FW,30-176,,1,149.0,1.7,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,,,,1.21,0.6,1.81,1.21,1.81,Matches,3.0
Marek Icha,cz CZE,MF,20-339,,1,127.0,1.4,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,,,,0.71,1.42,2.13,0.71,2.13,Matches,3.0
Ogbu Igoh,ng NGA,DF,23-008,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,1.0
Yira Sor,ng NGA,MF,22-207,,0,80.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,3.0
Petr Hronek,cz CZE,MF,29-227,,0,61.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,2.0
Daniel Šmiga,cz CZE,FW,19-045,,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,1.0
Ondřej Kričfaluši,cz CZE,DF,18-344,,0,39.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,5.0
Daniel Fila,cz CZE,FW,20-179,,0,38.0,0.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,2.37,2.37,0.0,2.37,Matches,2.0
David Pech,cz CZE,MF,20-359,,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,1.0
Christos Zafeiris,no NOR,MF,19-358,,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,1.0
Matouš Nikl,cz CZE,MF,21-014,,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,1.0
Erik Biegon,cz CZE,FW,18-293,,0,,,,,,,,,,,,,,,,,,,Matches,0.0
Jan Bořil,cz CZE,DF,32-036,,0,,,,,,,,,,,,,,,,,,,Matches,0.0
Adam Dvořák,cz CZE,GK,18-203,,0,,,,,,,,,,,,,,,,,,,Matches,0.0
Srđan Plavšić,rs SRB,MF,27-075,,0,,,,,,,,,,,,,,,,,,,Matches,0.0
Jan Sirotník,cz CZE,GK,20-306,,0,,,,,,,,,,,,,,,,,,,Matches,0.0
Jan Stejskal,cz CZE,GK,26-002,,0,,,,,,,,,,,,,,,,,,,Matches,0.0
Matej Valenta,cz CZE,MF,23-007,,0,,,,,,,,,,,,,,,,,,,Matches,0.0
Squad Total,,,26.5,,209,1710.0,19.0,57.0,42.0,99.0,54.0,3.0,4.0,29.0,4.0,,,,3.0,2.21,5.21,2.84,5.05,,19.0
Opponent Total,,,27.4,,209,1710.0,19.0,15.0,8.0,23.0,13.0,2.0,2.0,43.0,4.0,,,,0.79,0.42,1.21,0.68,1.11,,19.0
Pavel Bucha,cz CZE,MF,24-342,19.0,17,1579.0,17.5,2.0,3.0,5.0,2.0,0.0,0.0,1.0,0.0,,,,0.11,0.17,0.28,0.11,0.28,Matches,
Milan Havel,cz CZE,"DF,MF",28-193,18.0,17,1536.0,17.1,3.0,3.0,6.0,3.0,0.0,0.0,1.0,0.0,,,,0.18,0.18,0.35,0.18,0.35,Matches,
Jindřich Staněk,cz CZE,GK,26-295,17.0,17,1530.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Luděk Pernica,cz CZE,DF,32-245,16.0,16,1440.0,16.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,,,,0.06,0.06,0.12,0.06,0.12,Matches,
Tomáš Chorý,cz CZE,FW,28-021,19.0,16,1391.0,15.5,10.0,2.0,12.0,7.0,3.0,3.0,3.0,0.0,,,,0.65,0.13,0.78,0.45,0.58,Matches,
Lukáš Kalvach,cz CZE,MF,27-212,16.0,16,1324.0,14.7,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,,,,0.14,0.14,0.27,0.14,0.27,Matches,
Václav Jemelka,cz CZE,DF,27-238,16.0,14,1273.0,14.1,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,,,,0.07,0.21,0.28,0.07,0.28,Matches,
Jhon Mosquera,co COL,MF,32-284,18.0,14,1268.0,14.1,6.0,4.0,10.0,6.0,0.0,0.0,5.0,0.0,,,,0.43,0.28,0.71,0.43,0.71,Matches,
Lukáš Hejda,cz CZE,DF,32-344,15.0,14,1267.0,14.1,0.0,2.0,2.0,0.0,0.0,0.0,5.0,1.0,,,,0.0,0.14,0.14,0.0,0.14,Matches,
Adam Vlkanova,cz CZE,MF,28-165,15.0,12,984.0,10.9,2.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,,,,0.18,0.27,0.46,0.18,0.46,Matches,
Libor Holík,cz CZE,DF,24-280,13.0,8,707.0,7.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.13,0.13,0.0,0.13,Matches,
Erik Jirka,sk SVK,MF,25-150,16.0,6,624.0,6.9,2.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,,,,0.29,0.43,0.72,0.29,0.72,Matches,
Jan Kopic,cz CZE,MF,32-257,11.0,6,576.0,6.4,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,,,,0.31,0.31,0.62,0.31,0.62,Matches,
Jan Sýkora,cz CZE,MF,29-049,8.0,6,468.0,5.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.19,0.0,0.19,0.19,0.19,Matches,
Jan Kliment,cz CZE,"FW,MF",29-168,6.0,5,271.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,,,,1.0,0.0,1.0,1.0,1.0,Matches,
Václav Pilař,cz CZE,"FW,MF",34-126,13.0,4,456.0,5.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,,,0.2,0.0,0.2,0.2,0.2,Matches,
Mohamed Tijani,bj BEN,DF,25-221,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Modou Biramé Ndiaye,sn SEN,MF,26-110,9.0,3,364.0,4.0,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,,,,0.25,0.49,0.74,0.25,0.74,Matches,
Fortune Bassey,ng NGA,FW,24-133,12.0,3,327.0,3.6,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,0.28,0.28,0.55,0.28,0.55,Matches,
Aleš Čermák,cz CZE,MF,28-138,9.0,2,234.0,2.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.38,0.38,0.0,0.38,Matches,
Filip Kaša,cz CZE,DF,29-046,4.0,2,213.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Marián Tvrdoň,sk SVK,GK,28-182,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Roman Květ,cz CZE,MF,25-061,3.0,2,145.0,1.6,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,,,,1.24,0.0,1.24,1.24,1.24,Matches,
Filip Čihák,cz CZE,DF,23-221,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Cadu,br BRA,DF,25-192,2.0,1,72.0,0.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.25,1.25,0.0,1.25,Matches,
Kristi Qose,al ALB,"DF,MF",27-251,1.0,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Rene Dedic,sk SVK,FW,29-193,3.0,0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Matěj Vydra,cz CZE,"FW,MF",30-291,1.0,0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Rafiu Durosinmi,ng NGA,FW,20-046,1.0,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Adam Kronus,cz CZE,MF,20-202,1.0,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Adam Čihák,cz CZE,DF,27-309,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Martin Jedlička,cz CZE,GK,25-023,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Ondřej Mihálik,cz CZE,FW,25-320,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Radim Řezník,cz CZE,DF,34-027,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Matej Trusa,sk SVK,MF,22-079,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Adam Vrba,cz CZE,FW,21-309,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Adam Zadražil,cz CZE,GK,22-194,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Squad Total,,,28.6,19.0,209,1710.0,19.0,40.0,34.0,74.0,37.0,3.0,3.0,33.0,1.0,,,,2.11,1.79,3.89,1.95,3.74,,
Opponent Total,,,27.7,19.0,209,1710.0,19.0,13.0,10.0,23.0,13.0,0.0,1.0,42.0,3.0,,,,0.68,0.53,1.21,0.68,1.21,,
Lukáš Sadílek,cz CZE,MF,26-269,19.0,19,1585.0,17.6,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,,,,0.17,0.11,0.28,0.17,0.28,Matches,
Asger Sørensen,dk DEN,DF,26-256,18.0,18,1477.0,16.4,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,,,,0.18,0.0,0.18,0.18,0.18,Matches,
Jaroslav Zelený,cz CZE,DF,30-180,19.0,15,1413.0,15.7,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,,,,0.0,0.13,0.13,0.0,0.13,Matches,
Jan Kuchta,cz CZE,FW,26-039,14.0,14,1135.0,12.6,5.0,3.0,8.0,5.0,0.0,0.0,1.0,1.0,,,,0.4,0.24,0.63,0.4,0.63,Matches,
David Pavelka,cz CZE,MF,31-274,15.0,13,1151.0,12.8,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,,,,0.08,0.08,0.16,0.08,0.16,Matches,
Jan Mejdr,cz CZE,DF,27-281,18.0,12,1138.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Casper Højer Nielsen,dk DEN,DF,28-088,15.0,12,1110.0,12.3,2.0,7.0,9.0,2.0,0.0,0.0,1.0,0.0,,,,0.16,0.57,0.73,0.16,0.73,Matches,
Matej Kovar,cz CZE,GK,22-275,12.0,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Kryštof Daněk,cz CZE,MF,20-042,18.0,12,1051.0,11.7,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,,,,0.17,0.17,0.34,0.17,0.34,Matches,
Tomáš Čvančara,cz CZE,FW,22-187,15.0,12,973.0,10.8,7.0,2.0,9.0,7.0,0.0,0.0,4.0,1.0,,,,0.65,0.18,0.83,0.65,0.83,Matches,
Lukáš Haraslín,sk SVK,"FW,MF",26-266,9.0,9,564.0,6.3,3.0,4.0,7.0,3.0,0.0,0.0,1.0,0.0,,,,0.48,0.64,1.12,0.48,1.12,Matches,
Tomáš Wiesner,cz CZE,DF,25-214,14.0,8,726.0,8.1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,,,,0.12,0.12,0.25,0.12,0.25,Matches,
Martin Vitík,cz CZE,DF,20-026,8.0,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Jakub Jankto,cz CZE,MF,27-028,10.0,8,583.0,6.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,,,,0.15,0.0,0.15,0.15,0.15,Matches,
Dominik Holec,sk SVK,GK,28-203,7.0,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Filip Panák,cz CZE,MF,27-106,6.0,5,451.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Ladislav Krejčí,cz CZE,MF,23-302,5.0,5,450.0,5.0,5.0,1.0,6.0,2.0,3.0,3.0,0.0,0.0,,,,1.0,0.2,1.2,0.4,0.6,Matches,
Adam Karabec,cz CZE,MF,19-229,14.0,4,489.0,5.4,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,,,0.37,0.0,0.37,0.37,0.37,Matches,
Lukáš Juliš,cz CZE,FW,28-076,8.0,4,336.0,3.7,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,0.27,0.0,0.27,0.27,0.27,Matches,
Dávid Hancko,sk SVK,DF,25-065,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Jakub Pesek,cz CZE,MF,29-237,3.0,3,164.0,1.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.55,0.55,0.0,0.55,Matches,
Martin Minchev,bg BUL,MF,21-300,16.0,2,436.0,4.8,4.0,4.0,8.0,4.0,0.0,0.0,3.0,0.0,,,,0.83,0.83,1.65,0.83,1.65,Matches,
Kaan Kairinen,fi FIN,MF,24-056,2.0,2,180.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,,,,0.5,1.0,1.5,0.5,1.5,Matches,
Patrik Vydra,cz CZE,MF,19-241,2.0,1,152.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Jan Fortelny,cz CZE,MF,24-028,5.0,1,148.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Michal Sáček,cz CZE,MF,26-150,5.0,0,127.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Václav Drchal,cz CZE,FW,23-206,4.0,0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Awer Mabil,au AUS,"FW,MF",27-154,3.0,0,79.0,0.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.14,1.14,0.0,1.14,Matches,
Daniel Kastanek,cz CZE,MF,19-341,2.0,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Dimitrije Kamenović,rs SRB,DF,22-215,1.0,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Qazim Laçi,al ALB,MF,27-028,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,
Adam Goljan,sk SVK,FW,21-307,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Milan Heča,cz CZE,GK,31-332,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Ondřej Kukučka,cz CZE,DF,18-330,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Vojtech Patrak,cz CZE,MF,22-335,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Matěj Ryneš,cz CZE,MF,21-262,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Vojtěch Vorel,cz CZE,GK,26-243,0.0,0,,,,,,,,,,,,,,,,,,,Matches,
Squad Total,,,25.9,19.0,209,1710.0,19.0,41.0,33.0,74.0,38.0,3.0,4.0,41.0,2.0,,,,2.16,1.74,3.89,2.0,3.74,,
Opponent Total,,,28.2,19.0,209,1710.0,19.0,18.0,10.0,28.0,17.0,1.0,2.0,47.0,4.0,,,,0.95,0.53,1.47,0.89,1.42,,
Filip Nguyen,cz CZE,GK,30-155,,17,1606.0,17.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,18.0
Marek Havlík,cz CZE,MF,27-223,,15,1425.0,15.8,1.0,4.0,5.0,1.0,0.0,0.0,2.0,0.0,,,,0.06,0.25,0.32,0.06,0.32,Matches,17.0
Stanislav Hofmann,cz CZE,DF,32-244,,15,1374.0,15.3,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,,,,0.13,0.0,0.13,0.13,0.13,Matches,16.0
Vlastimil Daníček,cz CZE,"DF,MF",31-216,,15,1349.0,15.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,0.13,0.0,0.13,0.07,0.07,Matches,16.0
Michal Kadlec,cz CZE,DF,38-065,,14,1260.0,14.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,0.0,0.07,0.07,0.0,0.07,Matches,17.0
Petr Reinberk,cz CZE,MF,33-269,,12,1040.0,11.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.09,0.0,0.09,0.09,0.09,Matches,15.0
Milan Petržela,cz CZE,MF,39-242,,12,976.0,10.8,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.18,0.18,0.0,0.18,Matches,17.0
Jan Kalabiška,cz CZE,"FW,MF",36-056,,11,1044.0,11.6,0.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,,,,0.0,0.09,0.09,0.0,0.09,Matches,14.0
Daniel Holzer,cz CZE,MF,27-182,,11,920.0,10.2,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,0.2,0.0,0.2,0.2,0.2,Matches,16.0
Michal Kohút,cz CZE,MF,22-257,,10,820.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,16.0
Libor Kozák,cz CZE,FW,33-262,,10,708.0,7.9,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,,,,0.13,0.0,0.13,0.13,0.13,Matches,11.0
Merchas Doski,iq IRQ,DF,23-071,,9,855.0,9.5,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,,,,0.32,0.0,0.32,0.32,0.32,Matches,17.0
Michal Tomič,sk SVK,MF,23-323,,9,820.0,9.1,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,,,,0.11,0.11,0.22,0.11,0.22,Matches,12.0
Michal Trávník,cz CZE,MF,28-275,,9,690.0,7.7,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,,,0.26,0.0,0.26,0.26,0.26,Matches,14.0
Ondřej Mihálik,cz CZE,FW,25-320,,8,873.0,9.7,4.0,4.0,8.0,2.0,2.0,2.0,4.0,0.0,,,,0.41,0.41,0.82,0.21,0.62,Matches,16.0
